Facility Type,School Type,School District,School Name,Address,6-12 Grade Enrollment,Total Enrollment,Average Up to Date Rate,Average Exemption Rate,Average In Process Rate,Average Incomplete Record Rate,Average No Record Rate,HepB: Up to Date Rate,HepB: Medical Exemptions Rate,HepB: Religious Exemptions Rate,HepB: Personal Exemptions Rate,HepB: In Process Rate,HepB: McKinny-Vento Exemptions Rate,HepB: Incomplete Record Rate,HepB: No Record Rate,Dtap: Up to Date Rate,Dtap: Medical Exemptions Rate,Dtap: Religious Exemptions Rate,Dtap: Personal Exemptions Rate,Dtap: In Process Rate,Dtap: McKinny-Vento Exemptions Rate,Dtap: Incomplete Record Rate,Dtap: No Record Rate,Polio: Up to Date Rate,Polio: Medical Exemptions Rate,Polio: Religious Exemptions Rate,Polio: Personal Exemptions Rate,Polio: In Process Rate,Polio: McKinny-Vento Exemptions Rate,Polio: Incomplete Record Rate,Polio: No Record Rate,MMR: Up to Date Rate,MMR: Medical Exemptions Rate,MMR: Religious Exemptions Rate,MMR: Personal Exemptions Rate,MMR: In Process Rate,MMR: McKinny-Vento Exemptions Rate,MMR: Incomplete Record Rate,MMR: No Record Rate,Varicella: Up to Date Rate,Varicella: Medical Exemptions Rate,Varicella: Religious Exemptions Rate,Varicella: Personal Exemptions Rate,Varicella: In Process Rate,Varicella: McKinny-Vento Exemptions Rate,Varicella: Incomplete Record Rate,Varicella: No Record Rate,Tdap: Up to Date,Tdap: Medical Exemptions,Tdap: Religious Exemptions,Tdap: Personal Exemptions,Tdap: In Process,Tdap: McKinny-Vento Exemptions,Tdap: Incomplete Record,Tdap: No Record,Street Address,Zipcode,ADDRESS,CHARTER,CITY,DISTRICT_NAME,DISTRICT_NUMBER,DISTRICT_SETTING,HIGHEST_GRADE,LOWEST_GRADE,PHONE,SCHOOL_CODE,SCHOOL_NAME,STATE,ZIPCODE
PUBLIC,Elem/Middle,JOHNSTOWN-MILLIKEN RE-5J,KNOWLEDGE QUEST ACADEMY,"705 SOUTH SCHOOL HOUSE DRIVE MILLIKEN, CO 80543",124.0,402.0,0.9466,0.0525,0.0019,0.0,0.0,0.9527,0.0,0.0,0.0473,0.0,0.0,0.0,0.0,0.9527,0.0,0.0,0.0498,0.0,0.0,0.0,0.0,0.9453,0.0,0.0,0.0547,0.0,0.0,0.0,0.0,0.9478,0.0,0.0,0.0522,0.0,0.0,0.0,0.0,0.9428,0.0,0.0,0.0572,0.0,0.0,0.0,0.0,0.9194,0.0,0.0,0.0565,0.0323,0.0,0.0,0.0,705 SOUTH SCHOOL HOUSE DRIVE MILLIKEN,80543,705 SOUTH SCHOOL HOUSE DRIVE,True,MILLIKEN,JOHNSTOWN-MILLIKEN RE-5J,3110,Outlying Town,8th Grade,Kindergarten,9705875742,4785,KNOWLEDGE QUEST ACADEMY,CO,80543
PUBLIC,Elementary,BOULDER VALLEY RE 2,KOHL ELEMENTARY SCHOOL,"1000 WEST 10TH AVENUE BROOMFIELD, CO 80020",0.0,458.0,0.8983,0.01,0.0,0.0786,0.0131,0.8843,0.0,0.0,0.0197,0.0,0.0,0.083,0.0131,0.9127,0.0,0.0,0.0044,0.0,0.0,0.0699,0.0131,0.8974,0.0,0.0,0.0066,0.0,0.0,0.083,0.0131,0.9017,0.0,0.0,0.0087,0.0,0.0,0.0764,0.0131,0.8952,0.0,0.0,0.0109,0.0,0.0,0.0808,0.0131,,,,,,,,,1000 WEST 10TH AVENUE BROOMFIELD,80020,1000 WEST 10TH AVENUE,False,BROOMFIELD,BOULDER VALLEY RE 2,0480,Denver Metro,5th Grade,Preschool,7205618600,4792,KOHL ELEMENTARY SCHOOL,CO,80020
PUBLIC,Elementary,POUDRE R-1,KRUSE ELEMENTARY SCHOOL,"4400 MCMURRY AVENUE FORT COLLINS, CO 80525",0.0,500.0,0.9468,0.0512,0.002,0.0,0.0,0.946,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.956,0.0,0.0,0.04,0.004,0.0,0.0,0.0,0.94,0.0,0.0,0.058,0.002,0.0,0.0,0.0,0.946,0.0,0.0,0.052,0.002,0.0,0.0,0.0,0.946,0.0,0.0,0.052,0.002,0.0,0.0,0.0,,,,,,,,,4400 MCMURRY AVENUE FORT COLLINS,80525,4400 MCMURRY AVENUE,False,FORT COLLINS,POUDRE R-1,1550,Urban-Suburban,5th Grade,Preschool,9704885625,4793,KRUSE ELEMENTARY SCHOOL,CO,80525
PUBLIC,Elementary,JEFFERSON COUNTY R-1,KULLERSTRAND ELEMENTARY SCHOOL,"12225 WEST 38TH AVENUE WHEAT RIDGE, CO 80033",24.0,223.0,0.9561,0.0413,0.0,0.0026,0.0,0.9865,0.0,0.009,0.0,0.0,0.0,0.0045,0.0,0.9596,0.0,0.009,0.0314,0.0,0.0,0.0,0.0,0.9596,0.0,0.009,0.0314,0.0,0.0,0.0,0.0,0.9507,0.0045,0.009,0.0314,0.0,0.0,0.0045,0.0,0.9372,0.0045,0.009,0.0448,0.0,0.0,0.0045,0.0,0.8333,0.0417,0.0833,0.0417,0.0,0.0,0.0,0.0,12225 WEST 38TH AVENUE WHEAT RIDGE,80033,12225 WEST 38TH AVENUE,False,WHEAT RIDGE,JEFFERSON COUNTY R-1,1420,Denver Metro,5th Grade,Kindergarten,3039821780,4802,KULLERSTRAND ELEMENTARY SCHOOL,CO,80033
PUBLIC,K-12,DENVER COUNTY 1,KUNSMILLER CREATIVE ARTS ACADEMY,"2250 SOUTH QUITMAN WAY DENVER, CO 80219",760.0,1137.0,0.9784,0.0,0.0,0.0199,0.0033,0.9736,0.0,0.0,0.0,0.0,0.0,0.0229,0.0035,0.9798,0.0,0.0,0.0,0.0,0.0,0.0167,0.0035,0.9807,0.0,0.0,0.0,0.0,0.0,0.0158,0.0035,0.9824,0.0,0.0,0.0,0.0,0.0,0.0141,0.0035,0.9807,0.0,0.0,0.0,0.0,0.0,0.0246,0.0035,0.9711,0.0,0.0,0.0,0.0,0.0,0.0276,0.0013,2250 SOUTH QUITMAN WAY DENVER,80219,2250 SOUTH QUITMAN WAY,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,12th Grade,Kindergarten,7204240200,4795,KUNSMILLER CREATIVE ARTS ACADEMY,CO,80219
PUBLIC,Elementary,JEFFERSON COUNTY R-1,KYFFIN ELEMENTARY SCHOOL,"205 NORTH FLORA WAY GOLDEN, CO 80401",56.0,501.0,0.8786,0.0023,0.0453,0.0738,0.0,0.8842,0.004,0.0,0.008,0.0539,0.0,0.0499,0.0,0.8962,0.0,0.0,0.0,0.0439,0.0,0.0599,0.0,0.9142,0.0,0.0,0.0,0.0359,0.0,0.0499,0.0,0.9082,0.0,0.0,0.0,0.0459,0.0,0.0459,0.0,0.8842,0.0,0.0,0.0,0.0519,0.0,0.0639,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.9643,0.0,205 NORTH FLORA WAY GOLDEN,80401,205 NORTH FLORA WAY,False,GOLDEN,JEFFERSON COUNTY R-1,1420,Denver Metro,5th Grade,Preschool,3039825760,4830,KYFFIN ELEMENTARY SCHOOL,CO,80401
PUBLIC,Elementary,NORTH CONEJOS RE-1J,LA JARA ELEMENTARY SCHOOL,"214 POPLAR STREET LA JARA, CO 81140",0.0,206.0,0.8874,0.0087,0.0,0.1029,0.0,0.8204,0.0,0.0,0.0097,0.0,0.0,0.1699,0.0,0.9223,0.0,0.0,0.0049,0.0,0.0,0.068,0.0,0.9223,0.0,0.0,0.0049,0.0,0.0,0.0728,0.0,0.8981,0.0,0.0,0.0049,0.0,0.0,0.0971,0.0,0.8738,0.0,0.0,0.0194,0.0,0.0,0.1068,0.0,,,,,,,,,214 POPLAR STREET LA JARA,81140,214 POPLAR STREET,False,LA JARA,NORTH CONEJOS RE-1J,0550,Remote,5th Grade,Preschool,7192745791,4836,LA JARA ELEMENTARY SCHOOL,CO,81140
PUBLIC,Elementary,EAST OTERO R-1,LA JUNTA INTERMEDIATE SCHOOL,"901 SMITHLAND AVE. LA JUNTA, CO 81050",116.0,463.0,0.9716,0.0021,0.0004,0.0177,0.0082,0.987,0.0,0.0,0.0022,0.0,0.0,0.0022,0.0086,0.9849,0.0,0.0,0.0022,0.0,0.0,0.0043,0.0086,0.9827,0.0,0.0,0.0022,0.0,0.0,0.0065,0.0086,0.9806,0.0,0.0,0.0022,0.0,0.0,0.0086,0.0086,0.9827,0.0,0.0,0.0022,0.0,0.0,0.0065,0.0086,0.7328,0.0,0.0,0.0,0.0086,0.0,0.2586,0.0,901 SMITHLAND AVE. LA JUNTA,81050,901 SMITHLAND AVE.,False,LA JUNTA,EAST OTERO R-1,2520,Outlying City,6th Grade,3rd Grade,7193849151,4841,LA JUNTA INTERMEDIATE SCHOOL,CO,81050
PUBLIC,Middle/High,EAST OTERO R-1,LA JUNTA JR/SR HIGH SCHOOL,"1817 SMITHLAND AVE LA JUNTA, CO 81050",578.0,578.0,0.9876,0.0043,0.0,0.0081,0.0,0.9948,0.0,0.0,0.0017,0.0,0.0,0.0035,0.0,0.9948,0.0,0.0,0.0035,0.0,0.0,0.0017,0.0,0.9948,0.0,0.0,0.0035,0.0,0.0,0.0017,0.0,0.9948,0.0,0.0,0.0035,0.0,0.0,0.0017,0.0,0.9758,0.0017,0.0017,0.0052,0.0,0.0,0.0156,0.0,0.9706,0.0,0.0,0.0052,0.0,0.0,0.0242,0.0,1817 SMITHLAND AVE LA JUNTA,81050,1817 SMITHLAND AVE,False,LA JUNTA,EAST OTERO R-1,2520,Outlying City,12th Grade,7th Grade,7193844467,5015,LA JUNTA JR/SR HIGH SCHOOL,CO,81050
PUBLIC,Elementary,EAST OTERO R-1,LA JUNTA PRIMARY SCHOOL,"600 WEST TOPEKA LA JUNTA, CO 81050",0.0,316.0,0.9272,0.007,0.0,0.05,0.0158,0.9652,0.0,0.0,0.0063,0.0,0.0,0.0127,0.0158,0.9335,0.0,0.0,0.0063,0.0,0.0,0.0443,0.0158,0.9146,0.0,0.0,0.0063,0.0,0.0,0.0633,0.0158,0.9146,0.0,0.0032,0.0063,0.0,0.0,0.0601,0.0158,0.9082,0.0,0.0,0.0063,0.0,0.0,0.0696,0.0158,,,,,,,,,600 WEST TOPEKA LA JUNTA,81050,1401 EAST 6TH STREET,False,LA JUNTA,EAST OTERO R-1,2520,Outlying City,2nd Grade,Kindergarten,7193842991,4843,LA JUNTA PRIMARY SCHOOL,CO,81050
PUBLIC,Elementary,LA VETA RE-2,LA VETA ELEMENTARY SCHOOL,"126 EAST GARLAND LA VETA, CO 81055",0.0,86.0,0.8814,0.1186,0.0,0.0,0.0,0.8837,0.0,0.0,0.1163,0.0,0.0,0.0,0.0,0.8721,0.0,0.0,0.1279,0.0,0.0,0.0,0.0,0.8837,0.0,0.0,0.1163,0.0,0.0,0.0,0.0,0.8837,0.0,0.0,0.1163,0.0,0.0,0.0,0.0,0.8837,0.0,0.0,0.1163,0.0,0.0,0.0,0.0,,,,,,,,,126 EAST GARLAND LA VETA,81055,126 EAST GARLAND,False,LA VETA,LA VETA RE-2,1400,Remote,5th Grade,Preschool,7197423621,4860,LA VETA ELEMENTARY SCHOOL,CO,81055
PUBLIC,Middle/High,LA VETA RE-2,LA VETA JUNIOR-SENIOR HIGH SCHOOL,"126 EAST GARLAND LA VETA, CO 81055",118.0,118.0,0.9096,0.0904,0.0,0.0,0.0,0.9153,0.0,0.0,0.0847,0.0,0.0,0.0,0.0,0.9153,0.0,0.0,0.0847,0.0,0.0,0.0,0.0,0.9153,0.0,0.0,0.0847,0.0,0.0,0.0,0.0,0.9068,0.0,0.0,0.0932,0.0,0.0,0.0,0.0,0.8983,0.0,0.0,0.1017,0.0,0.0,0.0,0.0,0.9068,0.0,0.0,0.0932,0.0,0.0,0.0,0.0,126 EAST GARLAND LA VETA,81055,126 EAST GARLAND,False,LA VETA,LA VETA RE-2,1400,Remote,12th Grade,6th Grade,7197423662,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,CO,81055
PUBLIC,Elementary,BOULDER VALLEY RE 2,LAFAYETTE ELEMENTARY SCHOOL,"101 NORTH BERMONT AVENUE LAFAYETTE, CO 80026",0.0,637.0,0.9058,0.0681,0.0016,0.0242,0.0,0.887,0.0,0.0,0.0832,0.0016,0.0,0.0267,0.0,0.9231,0.0031,0.0,0.0549,0.0016,0.0,0.0173,0.0,0.9137,0.0,0.0,0.0628,0.0031,0.0,0.0204,0.0,0.9074,0.0016,0.0,0.0628,0.0016,0.0,0.0267,0.0,0.898,0.0,0.0,0.0722,0.0,0.0,0.0298,0.0,,,,,,,,,101 NORTH BERMONT AVENUE LAFAYETTE,80026,101 NORTH BERMONT AVENUE,False,LAFAYETTE,BOULDER VALLEY RE 2,0480,Denver Metro,5th Grade,Preschool,7205618900,4874,LAFAYETTE ELEMENTARY SCHOOL,CO,80026
PUBLIC,K-12,HINSDALE COUNTY RE 1,LAKE CITY COMMUNITY SCHOOL,"614 NORTH SILVER STREET LAKE CITY, CO 81235",56.0,91.0,0.7456,0.1742,0.047,0.0,0.0333,0.8022,0.0,0.0,0.1648,0.0,0.0,0.0,0.033,0.8022,0.0,0.0,0.1538,0.011,0.0,0.0,0.033,0.7802,0.0,0.0,0.1648,0.022,0.0,0.0,0.033,0.7473,0.0,0.0,0.1868,0.033,0.0,0.0,0.033,0.6484,0.0,0.0,0.2198,0.0989,0.0,0.0,0.033,0.6607,0.0,0.0,0.1429,0.1607,0.0,0.0,0.0357,614 NORTH SILVER STREET LAKE CITY,81235,614 NORTH SILVER STREET,False,LAKE CITY,HINSDALE COUNTY RE 1,1380,Remote,12th Grade,Preschool,9709442314,4899,LAKE CITY COMMUNITY SCHOOL,CO,81235
PUBLIC,Middle/High,LAKE COUNTY R-1,LAKE COUNTY HIGH SCHOOL,"1000 WEST 4TH STREET LEADVILLE, CO 80461",396.0,396.0,0.9625,0.0316,0.0063,0.0,0.0,0.9672,0.0,0.0,0.0303,0.0025,0.0,0.0,0.0,0.9747,0.0,0.0,0.0253,0.0,0.0,0.0,0.0,0.9747,0.0,0.0,0.0253,0.0,0.0,0.0,0.0,0.9747,0.0,0.0,0.0253,0.0,0.0,0.0,0.0,0.947,0.0,0.0,0.0354,0.0177,0.0,0.0,0.0,0.9369,0.0025,0.0,0.0455,0.0177,0.0,0.0,0.0,1000 WEST 4TH STREET LEADVILLE,80461,1000 WEST 4TH STREET,False,LEADVILLE,LAKE COUNTY R-1,1510,Outlying Town,12th Grade,7th Grade,7194866950,4904,LAKE COUNTY HIGH SCHOOL,CO,80461
PUBLIC,Elementary,LAKE COUNTY R-1,LAKE COUNTY INTERMEDIATE SCHOOL,"1000 WEST 6TH STREET LEADVILLE, CO 80461",71.0,299.0,0.9598,0.0358,0.0045,0.0,0.0,0.9666,0.0,0.0,0.0334,0.0,0.0,0.0,0.0,0.9599,0.0,0.0,0.0401,0.0,0.0,0.0,0.0,0.9599,0.0,0.0,0.0368,0.0033,0.0,0.0,0.0,0.9632,0.0,0.0,0.0334,0.0033,0.0,0.0,0.0,0.9532,0.0,0.0,0.0334,0.0134,0.0,0.0,0.0,0.9437,0.0,0.0,0.0423,0.0141,0.0,0.0,0.0,1000 WEST 6TH STREET LEADVILLE,80461,1000 WEST 6TH STREET,False,LEADVILLE,LAKE COUNTY R-1,1510,Outlying Town,6th Grade,3rd Grade,7194866830,4901,LAKE COUNTY INTERMEDIATE SCHOOL,CO,80461
PUBLIC,Elem/Middle,PARK COUNTY RE-2,LAKE GEORGE CHARTER SCHOOL,"38874 US HWY 24 LAKE GEORGE, CO 80827",21.0,118.0,0.7692,0.0671,0.1277,0.0,0.036,0.8898,0.0,0.0,0.0678,0.0085,0.0,0.0,0.0339,0.7881,0.0,0.0,0.0678,0.1102,0.0,0.0,0.0339,0.7458,0.0,0.0,0.0678,0.1525,0.0,0.0,0.0339,0.7288,0.0,0.0,0.0678,0.1695,0.0,0.0,0.0339,0.6695,0.0,0.0,0.0763,0.2203,0.0,0.0,0.0339,0.9048,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,38874 US HWY 24 LAKE GEORGE,80827,38874 US HWY 24,True,LAKE GEORGE,PARK COUNTY RE-2,2610,Remote,8th Grade,Preschool,7197483911,4908,LAKE GEORGE CHARTER SCHOOL,CO,80827
PUBLIC,High,JEFFERSON COUNTY R-1,LAKEWOOD HIGH SCHOOL,"9700 WEST 8TH AVENUE LAKEWOOD, CO 80215",2098.0,2098.0,0.9581,0.0106,0.0001,0.018,0.0123,0.9552,0.0005,0.0005,0.011,0.0,0.0024,0.021,0.0095,0.979,0.0,0.0005,0.0071,0.0,0.0019,0.0076,0.0086,0.9647,0.0,0.0005,0.01,0.0005,0.001,0.0157,0.0076,0.9662,0.0005,0.0005,0.0091,0.0,0.001,0.0157,0.0071,0.9271,0.001,0.0005,0.011,0.0,0.0024,0.0481,0.01,0.9561,0.0,0.0005,0.0105,0.0,0.0005,0.0,0.031,9700 WEST 8TH AVENUE LAKEWOOD,80215,9700 WEST 8TH AVENUE,False,LAKEWOOD,JEFFERSON COUNTY R-1,1420,Denver Metro,12th Grade,9th Grade,3039827085,4942,LAKEWOOD HIGH SCHOOL,CO,80215
PUBLIC,High,LAMAR RE-2,LAMAR HIGH SCHOOL,"1900 SOUTH 11TH STREET LAMAR, CO 81052",423.0,423.0,0.9905,0.0095,0.0,0.0,0.0,0.9929,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.9976,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.9976,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.9976,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.9764,0.0,0.0,0.0236,0.0,0.0,0.0,0.0,0.9811,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,1900 SOUTH 11TH STREET LAMAR,81052,1900 SOUTH 11TH STREET,False,LAMAR,LAMAR RE-2,2660,Outlying City,12th Grade,9th Grade,7193363488,4960,LAMAR HIGH SCHOOL,CO,81052
PUBLIC,Middle,LAMAR RE-2,LAMAR MIDDLE SCHOOL,"104 WEST PARK LAMAR, CO 81052",340.0,340.0,0.9882,0.0103,0.0015,0.0,0.0,0.9912,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.9912,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.9912,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.9912,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.9882,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.9765,0.0,0.0,0.0147,0.0088,0.0,0.0,0.0,104 WEST PARK LAMAR,81052,104 WEST PARK,False,LAMAR,LAMAR RE-2,2660,Outlying City,8th Grade,6th Grade,7193367436,4956,LAMAR MIDDLE SCHOOL,CO,81052
PUBLIC,Elem/Middle,SCHOOL DISTRICT 27J,LANDMARK ACADEMY AT REUNION,"10566 MEMPHIS STREET COMMERCE CITY, CO 80022",238.0,761.0,0.9446,0.0502,0.0,0.0052,0.0,0.9566,0.0013,0.0,0.0407,0.0,0.0,0.0013,0.0,0.9619,0.0013,0.0013,0.0342,0.0,0.0,0.0013,0.0,0.9422,0.0013,0.0013,0.0486,0.0,0.0,0.0066,0.0,0.9474,0.0013,0.0026,0.042,0.0,0.0,0.0066,0.0,0.9369,0.0039,0.0013,0.0499,0.0,0.0,0.0079,0.0,0.8739,0.0042,0.0,0.1092,0.0,0.0,0.0126,0.0,10566 MEMPHIS STREET COMMERCE CITY,80022,10566 MEMPHIS STREET,True,COMMERCE CITY,SCHOOL DISTRICT 27J,0040,Denver Metro,8th Grade,Kindergarten,3032872901,4950,LANDMARK ACADEMY AT REUNION,CO,80022
PUBLIC,Elementary,ADAMS-ARAPAHOE 28J,LANSING ELEMENTARY COMMUNITY SCHOOL,"551 Lansing Street, Aurora CO 80010",0.0,358.0,0.9693,0.0101,0.0011,0.0196,0.0,0.9637,0.0,0.0,0.0084,0.0,0.0,0.0279,0.0,0.9609,0.0,0.0,0.014,0.0028,0.0,0.0223,0.0,0.9693,0.0,0.0,0.0112,0.0028,0.0,0.0168,0.0,0.9804,0.0,0.0,0.0084,0.0,0.0,0.0112,0.0,0.9721,0.0,0.0,0.0084,0.0,0.0,0.0196,0.0,,,,,,,,,,80010,551 LANSING ST,False,AURORA,ADAMS-ARAPAHOE 28J,0180,Denver Metro,5th Grade,Preschool,3033648297,4970,LANSING ELEMENTARY COMMUNITY SCHOOL,CO,80010
PUBLIC,Elementary,ADAMS-ARAPAHOE 28J,LAREDO ELEMENTARY SCHOOL,"1350 Laredo Street, Aurora CO 80011",0.0,506.0,0.9628,0.0063,0.0036,0.0265,0.0,0.9802,0.0,0.002,0.002,0.0,0.0,0.0158,0.0,0.9625,0.0,0.002,0.004,0.0079,0.0,0.0237,0.0,0.9605,0.0,0.002,0.004,0.004,0.0,0.0296,0.0,0.9585,0.002,0.002,0.004,0.004,0.0,0.0296,0.0,0.9526,0.002,0.002,0.004,0.002,0.0,0.0336,0.0,,,,,,,,,,80011,1350 LAREDO ST,False,AURORA,ADAMS-ARAPAHOE 28J,0180,Denver Metro,5th Grade,Kindergarten,3033660314,4973,LAREDO ELEMENTARY SCHOOL,CO,80011
PUBLIC,Middle,CHERRY CREEK 5,LAREDO MIDDLE SCHOOL,"5000 SOUTH LAREDO STREET AURORA, CO 80015",1120.0,1120.0,0.9699,0.0199,0.0045,0.0048,0.0009,0.9813,0.0009,0.0027,0.0125,0.0009,0.0,0.0009,0.0009,0.9821,0.0,0.0027,0.0107,0.0027,0.0,0.0009,0.0009,0.9768,0.0009,0.0036,0.0152,0.0018,0.0,0.0009,0.0009,0.9795,0.0009,0.0036,0.0134,0.0009,0.0,0.0009,0.0009,0.9741,0.0009,0.0036,0.0179,0.0009,0.0,0.0018,0.0009,0.9259,0.0018,0.0036,0.025,0.0196,0.0,0.0232,0.0009,5000 SOUTH LAREDO STREET AURORA,80015,5000 SOUTH LAREDO STREET,False,AURORA,CHERRY CREEK 5,0130,Denver Metro,8th Grade,6th Grade,7208865000,4975,LAREDO MIDDLE SCHOOL,CO,80015
PUBLIC,Elementary,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,"1103 WEST PERRY PARK AVENUE LARKSPUR, CO 80118",46.0,232.0,0.9063,0.0672,0.0058,0.0207,0.0,0.9224,0.0,0.0043,0.0474,0.0086,0.0,0.0172,0.0,0.9181,0.0,0.0043,0.0603,0.0086,0.0,0.0086,0.0,0.9138,0.0,0.0043,0.0647,0.0086,0.0,0.0086,0.0,0.9009,0.0,0.0043,0.069,0.0,0.0,0.0259,0.0,0.9009,0.0,0.0043,0.069,0.0043,0.0,0.0216,0.0,0.7826,0.0,0.0,0.087,0.0,0.0,0.1304,0.0,1103 WEST PERRY PARK AVENUE LARKSPUR,80118,1103 WEST PERRY PARK AVENUE,False,LARKSPUR,DOUGLAS COUNTY RE 1,0900,Denver Metro,6th Grade,Kindergarten,3033875375,4980,LARKSPUR ELEMENTARY SCHOOL,CO,80118
PUBLIC,Elementary,LAS ANIMAS RE-1,LAS ANIMAS ELEMENTARY SCHOOL,"530 POPLAR AVENUE LAS ANIMAS, CO 81054",40.0,279.0,0.9951,0.0007,0.0042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.9964,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.9964,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.9964,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.925,0.0,0.0,0.025,0.05,0.0,0.0,0.0,530 POPLAR AVENUE LAS ANIMAS,81054,530 POPLAR AVENUE,False,LAS ANIMAS,LAS ANIMAS RE-1,0290,Outlying Town,6th Grade,Kindergarten,7194561862,1812,LAS ANIMAS ELEMENTARY SCHOOL,CO,81054
PUBLIC,High,LAS ANIMAS RE-1,LAS ANIMAS HIGH SCHOOL,"300 GROVE AVENUE LAS ANIMAS, CO 81054",134.0,134.0,0.9851,0.0149,0.0,0.0,0.0,0.9851,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0.9851,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0.9851,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0.9851,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0.9851,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0.9851,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,300 GROVE AVENUE LAS ANIMAS,81054,300 GROVE AVENUE,False,LAS ANIMAS,LAS ANIMAS RE-1,0290,Outlying Town,12th Grade,9th Grade,7194560211,4990,LAS ANIMAS HIGH SCHOOL,CO,81054
PUBLIC,Middle,LAS ANIMAS RE-1,LAS ANIMAS JUNIOR HIGH SCHOOL,"1021 2ND STREET LAS ANIMAS, CO 81054",89.0,89.0,0.9963,0.0037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9775,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,1021 2ND STREET LAS ANIMAS,81054,1021 2ND STREET,False,LAS ANIMAS,LAS ANIMAS RE-1,0290,Outlying Town,8th Grade,7th Grade,7194560228,4986,LAS ANIMAS JUNIOR HIGH SCHOOL,CO,81054
PUBLIC,Elementary,JEFFERSON COUNTY R-1,LASLEY ELEMENTARY SCHOOL,"1401 SOUTH KENDALL STREET LAKEWOOD, CO 80226",58.0,473.0,0.9397,0.0025,0.0,0.047,0.0,0.9662,0.0021,0.0,0.0,0.0,0.0106,0.0211,0.0,0.9514,0.0,0.0,0.0,0.0,0.0085,0.0402,0.0,0.9345,0.0021,0.0,0.0,0.0,0.0106,0.0529,0.0,0.9429,0.0042,0.0,0.0,0.0,0.0106,0.0423,0.0,0.9471,0.0042,0.0,0.0,0.0,0.0085,0.0402,0.0,0.5862,0.0,0.0,0.0,0.0,0.0517,0.3621,0.0,1401 SOUTH KENDALL STREET LAKEWOOD,80226,1401 SOUTH KENDALL STREET,False,LAKEWOOD,JEFFERSON COUNTY R-1,1420,Denver Metro,6th Grade,Kindergarten,3039829720,5004,LASLEY ELEMENTARY SCHOOL,CO,80226
PUBLIC,High,CHARTER SCHOOL INSTITUTE,LAUNCH HIGH SCHOOL,"3115 LARKSPUR DRIVE COLORADO SPRINGS,CO  80907",40.0,40.0,0.7,0.2,0.0,0.1,0.0,0.675,0.0,0.025,0.175,0.0,0.0,0.125,0.0,0.775,0.0,0.025,0.175,0.0,0.0,0.025,0.0,0.775,0.0,0.025,0.175,0.0,0.0,0.025,0.0,0.775,0.0,0.025,0.175,0.0,0.0,0.025,0.0,0.6,0.0,0.025,0.175,0.0,0.0,0.2,0.0,0.6,0.0,0.025,0.175,0.0,0.0,0.2,0.0,3115 LARKSPUR DRIVE COLORADO SPRINGS,,3115 LARKSPUR DRIVE,True,COLORADO SPRINGS,CHARTER SCHOOL INSTITUTE,8001,Urban-Suburban,12th Grade,9th Grade,7193879379,5147,LAUNCH HIGH SCHOOL,CO,80907
